blue_freq_rep_1,blue_real_rep_1,blue_imaginary_rep_1,blue_freq_rep_2,blue_real_rep_2,blue_imaginary_rep_2
121.15,5.1164e+05,1.1679e+06,121.15,5.8153e+05,1.1411e+06
363.45,2.5488e+05,4.7593e+05,363.45,2.6978e+05,4.8224e+05
605.75,2.0837e+05,3.1708e+05,605.75,2.123e+05,3.1517e+05
848.05,1.9007e+05,2.3919e+05,848.05,1.9142e+05,2.4244e+05
1090.4,1.7339e+05,1.9843e+05,1090.4,1.7896e+05,2.0177e+05
1575,1.6254e+05,1.533e+05,1575,1.6633e+05,1.5611e+05
2301.9,1.4869e+05,1.2467e+05,2301.9,1.5443e+05,1.2715e+05
3028.8,1.4045e+05,1.1243e+05,3028.8,1.4419e+05,1.1462e+05
3998,1.277e+05,1.0664e+05,3998,1.3259e+05,1.0935e+05
4967.2,1.1502e+05,1.0215e+05,4967.2,1.1975e+05,1.0384e+05
6178.7,1.008e+05,97338,6178.7,1.0383e+05,99742
7390.2,88517,90453,7390.2,91488,93221
8844,77551,83383,8844,80546,85646
10540,69127,76737,10540,71041,77881
11994,63235,70259,11994,65534,72306
74.988,1.0392e+06,1.6727e+06,74.988,9.6157e+05,1.8845e+06
224.96,3.1071e+05,7.0247e+05,224.96,3.4651e+05,7.0365e+05
374.94,2.552e+05,4.6311e+05,374.94,2.5812e+05,4.6331e+05
524.92,2.1909e+05,3.4868e+05,524.92,2.2091e+05,3.4981e+05
674.89,1.9587e+05,2.8519e+05,674.89,2.084e+05,2.9552e+05
974.85,1.7491e+05,2.1432e+05,974.85,1.7863e+05,2.1425e+05
1424.8,1.6475e+05,1.6515e+05,1424.8,1.6107e+05,1.7002e+05
1874.7,1.4913e+05,1.3653e+05,1874.7,1.5805e+05,1.4059e+05
2474.6,1.417e+05,1.1925e+05,2474.6,1.4626e+05,1.242e+05
3074.5,1.3328e+05,1.0744e+05,3074.5,1.3637e+05,1.1277e+05
3824.4,1.2321e+05,1.0445e+05,3824.4,1.283e+05,1.0864e+05
4574.3,1.1497e+05,1.0197e+05,4574.3,1.1937e+05,1.0442e+05
5474.1,1.0309e+05,99073,5474.1,1.0715e+05,99899
6524,91164,92037,6524,95100,96343
7423.8,86587,92088,7423.8,83891,90059
46.415,1.6021e+06,2.5273e+06,46.415,1.665e+06,2.353e+06
139.25,5.5198e+05,1.1295e+06,139.25,4.8973e+05,1.0528e+06
232.08,3.4521e+05,6.9501e+05,232.08,3.3601e+05,6.981e+05
324.91,2.7592e+05,5.2109e+05,324.91,2.8758e+05,5.214e+05
417.74,2.3956e+05,4.2413e+05,417.74,2.4553e+05,4.4333e+05
603.4,2.0159e+05,3.0742e+05,603.4,2.1024e+05,3.1928e+05
881.89,1.7996e+05,2.3106e+05,881.89,1.8391e+05,2.3184e+05
1160.4,1.6941e+05,1.9152e+05,1160.4,1.7198e+05,1.9123e+05
1531.7,1.5917e+05,1.5716e+05,1531.7,1.6113e+05,1.5838e+05
1903,1.5107e+05,1.3518e+05,1903,1.5611e+05,1.3935e+05
2367.2,1.4264e+05,1.2341e+05,2367.2,1.4845e+05,1.2343e+05
2831.3,1.3586e+05,1.1424e+05,2831.3,1.4173e+05,1.1878e+05
3388.3,1.2733e+05,1.0952e+05,3388.3,1.3137e+05,1.125e+05
4038.1,1.2095e+05,1.0353e+05,4038.1,1.2814e+05,1.0981e+05
4595.1,1.1125e+05,1.0127e+05,4595.1,1.163e+05,1.0636e+05
28.729,1.4119e+06,3.2025e+06,28.729,3.41e+06,2.0827e+06
86.188,8.3962e+05,1.4781e+06,86.188,7.4946e+05,1.5721e+06
143.65,4.5877e+05,1.0256e+06,143.65,4.9464e+05,1.0151e+06
201.11,3.7052e+05,7.864e+05,201.11,3.564e+05,8.0108e+05
258.56,2.9169e+05,6.1933e+05,258.56,3.1959e+05,6.2259e+05
373.48,2.5486e+05,4.6642e+05,373.48,2.4818e+05,4.6232e+05
545.86,2.1314e+05,3.3881e+05,545.86,2.2474e+05,3.5192e+05
718.24,1.9505e+05,2.7063e+05,718.24,2.0304e+05,2.7458e+05
948.07,1.7472e+05,2.2236e+05,948.07,1.8547e+05,2.2395e+05
1177.9,1.6442e+05,1.8765e+05,1177.9,1.6922e+05,1.8933e+05
1465.2,1.5936e+05,1.6118e+05,1465.2,1.6702e+05,1.6543e+05
1752.5,1.5227e+05,1.4271e+05,1752.5,1.5916e+05,1.4544e+05
2097.2,1.4615e+05,1.3022e+05,2097.2,1.5257e+05,1.3331e+05
2499.5,1.414e+05,1.1971e+05,2499.5,1.5192e+05,1.2365e+05
2844.2,1.3844e+05,1.1478e+05,2844.2,1.4378e+05,1.1786e+05
17.783,5.0189e+06,4.4109e+06,17.783,4.0941e+06,2.5833e+06
53.348,1.2891e+06,2.4103e+06,53.348,1.2626e+06,2.1522e+06
88.913,7.2977e+05,1.4668e+06,88.913,6.8768e+05,1.4805e+06
124.48,4.8748e+05,1.1542e+06,124.48,5.3176e+05,1.1203e+06
160.04,4.3424e+05,9.302e+05,160.04,4.647e+05,9.2175e+05
231.17,3.339e+05,7.0414e+05,231.17,3.2132e+05,7.039e+05
337.87,2.68e+05,5.009e+05,337.87,2.7411e+05,4.9894e+05
444.57,2.2645e+05,3.9683e+05,444.57,2.3047e+05,4.0523e+05
586.83,2.0808e+05,3.2333e+05,586.83,2.1918e+05,3.2207e+05
729.09,1.9548e+05,2.7172e+05,729.09,2.019e+05,2.7482e+05
906.92,1.7935e+05,2.271e+05,906.92,1.8646e+05,2.2839e+05
1084.7,1.6953e+05,1.9984e+05,1084.7,1.8139e+05,2.016e+05
1298.1,1.6397e+05,1.7618e+05,1298.1,1.7557e+05,1.8076e+05
1547.1,1.5797e+05,1.549e+05,1547.1,1.6503e+05,1.5912e+05
1760.5,1.5375e+05,1.4253e+05,1760.5,1.6188e+05,1.4758e+05
11.007,3.2343e+06,3.3725e+06,11.007,3.264e+06,2.9204e+05
33.021,2.5423e+06,1.6389e+06,33.021,2.053e+06,2.292e+06
55.034,1.0804e+06,2.4231e+06,55.034,1.2256e+06,2.0481e+06
77.048,8.9637e+05,1.528e+06,77.048,9.204e+05,1.6162e+06
99.062,6.1067e+05,1.4467e+06,99.062,6.6437e+05,1.3488e+06
143.09,4.7162e+05,1.0348e+06,143.09,4.6912e+05,1.0636e+06
209.13,3.8381e+05,7.6412e+05,209.13,3.3048e+05,7.293e+05
275.17,3.0441e+05,6.0931e+05,275.17,3.106e+05,5.8316e+05
363.23,2.7317e+05,4.8174e+05,363.23,2.4649e+05,4.8568e+05
451.28,2.4286e+05,3.9137e+05,451.28,2.2798e+05,4.0575e+05
561.35,2.1994e+05,3.3205e+05,561.35,2.0577e+05,3.4501e+05
671.42,1.9358e+05,2.9007e+05,671.42,2.015e+05,2.8817e+05
803.5,1.8786e+05,2.4056e+05,803.5,1.8626e+05,2.5578e+05
957.59,1.8633e+05,2.1782e+05,957.59,1.8146e+05,2.2283e+05
1089.7,1.7385e+05,2.0036e+05,1089.7,1.7024e+05,2.043e+05
6.8129,5.5291e+06,3.112e+06,6.8129,1.0172e+07,-1.4415e+06
20.439,3.2272e+06,2.5297e+06,20.439,3.545e+06,2.7634e+06
34.064,2.2155e+06,1.9472e+06,34.064,2.6858e+06,3.2578e+06
47.69,1.8385e+06,2.6252e+06,47.69,1.4127e+06,2.1893e+06
61.316,1.389e+06,2.0447e+06,61.316,8.811e+05,2.1317e+06
88.567,7.4972e+05,1.6292e+06,88.567,7.717e+05,1.4471e+06
129.44,5.0265e+05,1.0811e+06,129.44,5.5021e+05,1.0901e+06
170.32,3.9711e+05,8.8163e+05,170.32,4.0473e+05,9.1344e+05
224.82,3.3263e+05,7.1154e+05,224.82,3.4026e+05,7.1572e+05
279.33,2.8574e+05,5.9463e+05,279.33,2.904e+05,6.0221e+05
347.46,2.6046e+05,4.8529e+05,347.46,2.6155e+05,4.9604e+05
415.58,2.4426e+05,4.3165e+05,415.58,2.4682e+05,4.3725e+05
497.34,2.2583e+05,3.7118e+05,497.34,2.2141e+05,3.732e+05
592.72,2.0645e+05,3.2078e+05,592.72,2.1209e+05,3.1887e+05
674.47,1.9897e+05,2.885e+05,674.47,2.0341e+05,2.9206e+05
4.2169,3.9006e+06,2.0159e+06,4.2169,5.6342e+06,1.2068e+06
12.651,4.0769e+06,2.3779e+06,12.651,3.732e+06,2.0284e+06
21.085,3.7069e+06,2.4564e+06,21.085,2.9707e+06,2.1954e+06
29.518,2.4938e+06,3.083e+06,29.518,2.3719e+06,2.5457e+06
37.952,1.564e+06,2.3959e+06,37.952,1.6652e+06,2.1343e+06
54.82,1.2485e+06,1.8945e+06,54.82,1.6319e+06,2.0599e+06
80.121,8.8106e+05,1.5277e+06,80.121,8.4817e+05,1.5719e+06
105.42,6.2437e+05,1.2846e+06,105.42,6.4752e+05,1.2862e+06
139.16,5.1151e+05,1.0371e+06,139.16,5.1312e+05,1.0519e+06
172.89,4.319e+05,8.8849e+05,172.89,4.4835e+05,8.7344e+05
215.06,3.5599e+05,7.137e+05,215.06,3.6931e+05,7.3979e+05
257.23,3.0968e+05,6.1994e+05,257.23,3.3949e+05,6.4053e+05
307.83,2.8561e+05,5.3616e+05,307.83,3.141e+05,5.5004e+05
366.87,2.56e+05,4.6108e+05,366.87,2.7876e+05,4.7617e+05
417.47,2.397e+05,4.2083e+05,417.47,2.5682e+05,4.2482e+05
2.6101,6.1519e+06,-2.7306e+06,2.6101,1.04e+07,-9.6333e+05
7.8304,3.2647e+06,2.2904e+05,7.8304,5.8526e+06,4.8098e+05
13.051,3.7614e+06,1.5073e+06,13.051,4.7153e+06,1.8328e+06
18.271,3.1814e+06,2.3821e+06,18.271,3.7932e+06,3.2561e+06
23.491,2.6455e+06,2.0992e+06,23.491,2.663e+06,2.3667e+06
33.932,2.0576e+06,2.115e+06,33.932,2.1323e+06,2.2295e+06
49.593,1.4793e+06,2.106e+06,49.593,1.469e+06,2.0648e+06
65.254,1.0513e+06,1.6768e+06,65.254,1.2595e+06,1.737e+06
86.135,8.1147e+05,1.4121e+06,86.135,7.5965e+05,1.4776e+06
107.02,6.5147e+05,1.2377e+06,107.02,6.3414e+05,1.2512e+06
133.12,4.9791e+05,1.0527e+06,133.12,5.5058e+05,1.054e+06
159.22,4.5649e+05,9.0495e+05,159.22,4.7721e+05,9.1129e+05
190.54,3.9256e+05,7.8895e+05,190.54,4.0176e+05,7.7798e+05
227.08,3.4871e+05,6.7727e+05,227.08,3.4985e+05,7.0129e+05
258.4,3.2065e+05,6.1004e+05,258.4,3.2099e+05,6.1387e+05
1.6156,4.2582e+06,-1.7151e+06,1.6156,1.1188e+07,-1.3732e+06
4.8469,5.9639e+06,1.7711e+06,4.8469,5.1851e+06,1.9192e+06
8.0782,4.157e+06,1.7135e+06,8.0782,4.227e+06,1.3929e+06
11.309,3.7598e+06,1.3676e+06,11.309,7.1808e+06,1.1282e+06
14.541,3.2617e+06,2.4195e+06,14.541,3.7573e+06,2.0087e+06
21.003,2.8669e+06,2.9163e+06,21.003,2.9957e+06,2.7227e+06
30.697,2.4809e+06,2.0714e+06,30.697,2.5911e+06,2.7643e+06
40.391,1.8875e+06,2.4039e+06,40.391,1.9575e+06,2.4735e+06
53.316,1.3624e+06,1.9744e+06,53.316,1.3271e+06,2.0284e+06
66.241,1.0097e+06,1.645e+06,66.241,1.0701e+06,1.6901e+06
82.398,8.4612e+05,1.5274e+06,82.398,7.6672e+05,1.5369e+06
98.554,6.8556e+05,1.3207e+06,98.554,7.3763e+05,1.3632e+06
117.94,6.2387e+05,1.1777e+06,117.94,5.9363e+05,1.178e+06
140.56,5.088e+05,9.9106e+05,140.56,4.9529e+05,1.0074e+06
159.95,4.3842e+05,8.947e+05,159.95,4.9308e+05,8.9882e+05
1,3.9409e+06,5.2409e+05,1,3.7096e+06,1.1862e+06
3,5.6776e+06,1.1756e+06,3,4.9036e+06,3.7985e+05
5,4.6878e+06,1.9463e+06,5,5.3808e+06,5.4072e+05
7.0001,5.6708e+06,2.223e+06,7.0001,6.1857e+06,1.7216e+06
9.0001,3.9949e+06,2.1624e+06,9.0001,4.2816e+06,2.0088e+06
13,4.2155e+06,3.3934e+06,13,4.3439e+06,2.2053e+06
19,4.0391e+06,3.4256e+06,19,3.7629e+06,1.9859e+06
25,2.4231e+06,2.4168e+06,25,2.7886e+06,2.167e+06
33,2.2972e+06,2.4314e+06,33,2.024e+06,2.8069e+06
41,1.8854e+06,2.1471e+06,41,1.9363e+06,2.4591e+06
51,1.7045e+06,2.1491e+06,51,1.3122e+06,2.3923e+06
61,1.191e+06,1.9544e+06,61,1.2685e+06,1.9115e+06
73.001,1.0357e+06,1.5777e+06,73.001,1.0114e+06,1.6447e+06
87.001,7.7816e+05,1.6123e+06,87.001,7.5082e+05,1.4605e+06
99.001,7.4317e+05,1.3472e+06,99.001,7.5516e+05,1.3429e+06
