blue_freq_rep_1,blue_real_rep_1,blue_imaginary_rep_1,blue_freq_rep_2,blue_real_rep_2,blue_imaginary_rep_2
2499.5,99556,1.4313e+05,2499.5,1.0074e+05,1.4395e+05
2844.2,92815,1.3109e+05,2844.2,93897,1.2877e+05
17.783,-1.6019e+05,2.1217e+06,17.783,-2.8945e+06,-5.8746e+05
53.348,-1.3175e+06,-1.8605e+05,53.348,6.75e+06,-1.425e+06
88.913,6.8947e+05,1.8374e+06,88.913,5.5711e+05,1.9045e+06
124.48,74074,1.2979e+06,124.48,4.1993e+05,1.5358e+06
160.04,4.3164e+05,9.4232e+05,160.04,4.3573e+05,1.064e+06
231.17,3.4088e+05,7.9411e+05,231.17,3.3988e+05,8.551e+05
337.87,2.736e+05,5.6479e+05,337.87,2.9555e+05,5.9043e+05
444.57,2.1316e+05,4.562e+05,444.57,2.3382e+05,4.5766e+05
586.83,2.1214e+05,3.9518e+05,586.83,1.9904e+05,3.7656e+05
729.09,1.7679e+05,3.409e+05,729.09,1.9577e+05,3.2742e+05
906.92,1.6238e+05,2.9136e+05,906.92,1.7511e+05,2.8377e+05
1084.7,1.5544e+05,2.6161e+05,1084.7,1.513e+05,2.4823e+05
1298.1,1.3823e+05,2.2829e+05,1298.1,1.4273e+05,2.2776e+05
1547.1,1.2889e+05,1.9579e+05,1547.1,1.2956e+05,1.9599e+05
1760.5,1.1706e+05,1.7772e+05,1760.5,1.2608e+05,1.8256e+05
11.007,-1.9337e+06,3.7284e+06,11.007,-5.7674e+05,5.1682e+05
33.021,-5.3401e+06,6.7271e+06,33.021,1.6172e+06,3.0432e+06
55.034,3.3515e+06,1.6463e+06,55.034,-1.0474e+07,3.2797e+06
77.048,9.7948e+05,1.8313e+06,77.048,9.1558e+05,1.6239e+06
99.062,-4.9694e+05,1.5687e+06,99.062,3.3014e+05,1.7129e+06
143.09,2.2104e+05,1.2338e+06,143.09,4.6462e+05,1.1736e+06
209.13,3.224e+05,1.0092e+06,209.13,2.5544e+05,8.3203e+05
275.17,3.8745e+05,6.2743e+05,275.17,2.9004e+05,6.8789e+05
363.23,2.7326e+05,5.8907e+05,363.23,2.5859e+05,5.6831e+05
451.28,2.2554e+05,4.5001e+05,451.28,2.3689e+05,4.7303e+05
561.35,2.2309e+05,4.0553e+05,561.35,2.1531e+05,4.0324e+05
671.42,2.0242e+05,3.601e+05,671.42,1.9305e+05,3.6324e+05
803.5,1.7883e+05,3.0444e+05,803.5,1.8175e+05,3.0781e+05
957.59,1.5931e+05,2.7032e+05,957.59,1.6636e+05,2.6116e+05
1089.7,1.56e+05,2.5284e+05,1089.7,1.5529e+05,2.4865e+05
6.8129,-1.3016e+06,1.1009e+07,6.8129,-1.4517e+06,-1.2917e+06
20.439,3.7849e+06,1.5178e+06,20.439,-1.4277e+06,3.6656e+06
34.064,1.1833e+06,7.5188e+06,34.064,9.2978e+05,1.7477e+06
47.69,55911,2.9677e+06,47.69,1.1022e+06,9.4952e+05
61.316,-61248,7.8304e+05,61.316,3.536e+05,9.3969e+05
88.567,4.7167e+05,2.7613e+06,88.567,2.7665e+05,1.3601e+06
129.44,2.1107e+05,1.5465e+06,129.44,6.0014e+05,1.3891e+06
170.32,1.8917e+05,9.5173e+05,170.32,2.4601e+05,1.148e+06
224.82,2.6481e+05,7.94e+05,224.82,4.1739e+05,7.7289e+05
279.33,2.3866e+05,7.0946e+05,279.33,2.7828e+05,6.5742e+05
347.46,2.3852e+05,5.7743e+05,347.46,2.5621e+05,5.6092e+05
415.58,2.2243e+05,5.317e+05,415.58,2.5451e+05,4.97e+05
497.34,2.2573e+05,4.5284e+05,497.34,2.1836e+05,4.5424e+05
592.72,1.9928e+05,3.8204e+05,592.72,2.1442e+05,3.6174e+05
674.47,1.9217e+05,3.5097e+05,674.47,1.8563e+05,3.44e+05
4.2169,-1.3416e+06,3.1905e+06,4.2169,5.678e+05,-4.0296e+05
12.651,1.4947e+05,3.5274e+06,12.651,-4.8914e+06,-1.0226e+07
21.085,-5.8742e+06,1.2647e+07,21.085,1.1375e+06,2.3134e+06
29.518,9.1879e+05,3.1601e+06,29.518,-3.5457e+05,3.5765e+06
37.952,-2.7853e+05,4.0966e+06,37.952,1.5499e+06,2.6817e+06
54.82,1.6619e+06,2.0905e+06,54.82,2.1161e+06,1.3017e+06
80.121,9.1704e+05,1.8892e+06,80.121,3.8704e+05,2.1749e+06
105.42,2.3255e+05,1.7509e+06,105.42,2.2776e+05,1.6518e+06
139.16,4.4091e+05,1.2305e+06,139.16,4.4632e+05,1.2135e+06
172.89,2.9431e+05,1.0237e+06,172.89,3.3765e+05,9.5164e+05
215.06,3.6406e+05,8.6229e+05,215.06,3.7552e+05,8.3528e+05
257.23,3.0941e+05,7.6024e+05,257.23,2.9111e+05,7.4323e+05
307.83,2.6275e+05,5.9815e+05,307.83,2.6981e+05,6.4027e+05
366.87,2.6904e+05,5.1461e+05,366.87,2.584e+05,5.5402e+05
417.47,2.2487e+05,4.8929e+05,417.47,2.5655e+05,4.7814e+05
2.6101,1.6436e+05,-1.9073e+06,2.6101,1.3382e+07,-3.318e+06
7.8304,2.9104e+06,4.0108e+06,7.8304,-2.9514e+06,5.6996e+06
13.051,1.9524e+06,4.9828e+06,13.051,2.3555e+06,1.4668e+06
18.271,-3.7905e+06,2.7849e+06,18.271,5.3857e+06,6.5669e+06
23.491,1.9971e+06,5.2205e+06,23.491,6.0954e+06,1.9419e+06
33.932,8.0387e+05,3.8918e+06,33.932,3.8157e+06,5.7172e+06
49.593,1.0675e+06,2.5319e+06,49.593,9.792e+05,5.2461e+06
65.254,5.3971e+05,2.4395e+06,65.254,9.1905e+05,3.2748e+06
86.135,6.5709e+05,1.6798e+06,86.135,1.0186e+06,3.9e+06
107.02,1.9767e+05,1.5764e+06,107.02,1.8693e+06,3.7229e+06
133.12,3.9881e+05,1.2148e+06,133.12,1.3544e+05,2.6193e+06
159.22,4.0705e+05,9.9788e+05,159.22,1.147e+06,1.9132e+06
190.54,2.7958e+05,9.4182e+05,190.54,8.8075e+05,1.8674e+06
227.08,3.549e+05,8.4306e+05,227.08,3.5923e+05,1.3963e+06
258.4,3.0435e+05,7.409e+05,258.4,5.9755e+05,1.536e+06
1.6156,63041,-5.6439e+05,1.6156,6.3618e+06,-2.9619e+06
4.8469,-7.7611e+05,1.1671e+06,4.8469,-1.2851e+06,1.8816e+06
8.0782,1.2222e+06,-2.1879e+06,8.0782,-2.4742e+06,-3.4801e+06
11.309,3.9179e+06,2.333e+06,11.309,1.008e+07,3.0299e+06
14.541,4.4391e+06,3.1349e+06,14.541,6.9798e+06,1.2992e+06
21.003,2.3805e+06,1.7582e+06,21.003,8.7552e+06,5.1674e+06
30.697,3.1604e+05,2.4429e+06,30.697,1.6734e+06,2.7945e+06
40.391,-3.1438e+06,4.105e+06,40.391,1.7406e+06,3.5637e+06
53.316,1.0157e+06,2.3997e+06,53.316,8.4245e+05,2.0722e+06
66.241,3.9634e+05,2.5506e+06,66.241,1.5973e+06,1.9451e+06
82.398,-1.5722e+05,1.6948e+06,82.398,4.9103e+05,2.2133e+06
98.554,4.8506e+05,1.6322e+06,98.554,5.9249e+05,1.7181e+06
117.94,5.6106e+05,1.3966e+06,117.94,6.4503e+05,1.2252e+06
140.56,3.7525e+05,1.1221e+06,140.56,3.9223e+05,1.3046e+06
159.95,3.6412e+05,1.0566e+06,159.95,3.2021e+05,1.1149e+06
1,-7.6816e+05,-7.5984e+05,1,-1.3295e+06,5.8104e+05
3,-8.3074e+05,-4.4558e+05,3,-2.7971e+05,1.5232e+06
5,8.9729e+06,-1.2164e+07,5,-3.8879e+06,1.4194e+05
7.0001,-2.3554e+06,9.3168e+06,7.0001,3.6486e+06,4.954e+06
9.0001,-1.6428e+06,-4.4646e+06,9.0001,6.2774e+06,-3.5417e+06
13,-6.2351e+06,-2.2268e+06,13,7.7929e+06,-7.3308e+05
19,-1.6591e+07,-1.4732e+07,19,3.4378e+06,7.9413e+06
25,-9.6571e+06,-1.141e+06,25,1.8243e+06,5.898e+06
33,2.0184e+06,7.375e+06,33,8.4636e+05,4.6231e+06
41,-3.643e+05,4.6046e+06,41,3.0388e+05,3.7856e+06
51,2.1495e+05,4.9596e+06,51,3.5318e+05,2.4159e+06
61,-4.024e+06,9.3302e+06,61,7.0915e+05,2.3503e+06
73.001,8.7798e+05,3.875e+06,73.001,1.0117e+06,1.8062e+06
87.001,95614,3.7123e+06,87.001,6.2163e+05,1.7468e+06
99.001,1.8355e+06,2.9638e+06,99.001,4.1493e+05,1.487e+06
